Molecule_ID,Raw_SMILES,Canonical_SMILES,Is_Valid,MW,LogP,HBD,HBA,QED,SA_Score,Lipinski_Violations,Lipinski_Compliant
MOL_04374,COCCCNC(=O)C(=O)Nc1cccc(C(=O)NC(C)C)c1,COCCCNC(=O)C(=O)Nc1cccc(C(=O)NC(C)C)c1,True,321.17,0.92,3.0,4.0,0.5137,1.91,0.0,True
MOL_04375,CCc1nc(C)c(CN2CCN(C(=O)c3cn(C)nc3C)CC2)s1,CCc1nc(C)c(CN2CCN(C(=O)c3cn(C)nc3C)CC2)s1,True,347.18,2.01,0.0,5.0,0.849,2.56,0.0,True
MOL_04376,CC(C)c1nc(C[NH+]2CCC(NC(=O)c3ccc(F)cc3)CC2)cs1,CC(C)c1nc(C[NH+]2CCC(NC(=O)c3ccc(F)cc3)CC2)cs1,True,362.17,2.38,2.0,3.0,0.8579,3.35,0.0,True
MOL_04377,CCc1nn(C)cc1C(=O)N1CCC[C@@H](C(=O)Nc2ccc(F)cc2)C1,CCc1nn(C)cc1C(=O)N1CCC[C@@H](C(=O)Nc2ccc(F)cc2)C1,True,358.18,2.61,1.0,3.0,0.9135,2.69,0.0,True
MOL_04378,CC(C)CCC[NH+]1CCN(c2ccc(Cl)cn2)CC1,CC(C)CCC[NH+]1CCN(c2ccc(Cl)cn2)CC1,True,282.17,1.88,1.0,2.0,0.89,3.62,0.0,True
MOL_04379,C[C@@H](Oc1cccc(Cl)c1Cl)C(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1,C[C@@H](Oc1cccc(Cl)c1Cl)C(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1,True,446.08,5.13,0.0,3.0,0.652,2.63,1.0,True
MOL_04380,CC1(C)CN(C(=O)c2ccc(Br)cc2)CCS1,CC1(C)CN(C(=O)c2ccc(Br)cc2)CCS1,True,313.01,3.42,0.0,2.0,0.7915,2.39,0.0,True
MOL_04381,CCC1(CNC(=O)NCc2ccc(C)c(S(C)(=O)=O)c2)CCC1,CCC1(CNC(=O)NCc2ccc(C)c(S(C)(=O)=O)c2)CCC1,True,338.17,2.78,2.0,3.0,0.8373,2.41,0.0,True
MOL_04382,Cc1cc(NC(=O)Cn2cnc3ccccc3c2=O)nc(N2CCOCC2)n1,Cc1cc(NC(=O)Cn2cnc3ccccc3c2=O)nc(N2CCOCC2)n1,True,380.16,0.97,1.0,7.0,0.7194,2.31,0.0,True
MOL_04383,Cc1noc(C)c1S(=O)(=O)N1CCN(c2ccc(OC(F)F)cc2)CC1,Cc1noc(C)c1S(=O)(=O)N1CCN(c2ccc(OC(F)F)cc2)CC1,True,387.11,2.4,0.0,6.0,0.7843,2.26,0.0,True
MOL_04384,CC1(C)CC(=O)Nc2cc(S(=O)(=O)N3CCC[C@H](c4nccs4)C3)ccc21,CC1(C)CC(=O)Nc2cc(S(=O)(=O)N3CCC[C@H](c4nccs4)C3)ccc21,True,405.12,3.33,1.0,5.0,0.8494,3.2,0.0,True
MOL_04385,COCCN(Cc1cccs1)C(=O)c1cccc(C)c1,COCCN(Cc1cccs1)C(=O)c1cccc(C)c1,True,289.11,3.35,0.0,3.0,0.816,1.96,0.0,True
MOL_04386,COc1ccc(-c2noc(CSc3nc4ccccc4n3C)n2)cc1,COc1ccc(-c2noc(CSc3nc4ccccc4n3C)n2)cc1,True,352.1,3.92,0.0,6.0,0.5072,2.09,0.0,True
MOL_04387,CCCNc1ccc(C(=O)NCc2cccc(OC)c2)cc1C,CCCNc1ccc(C(=O)NCc2cccc(OC)c2)cc1C,True,312.18,3.76,2.0,3.0,0.8183,1.73,0.0,True
MOL_04388,CC(=O)c1ccc(NC(=O)CCc2ccccc2)cc1,CC(=O)c1ccc(NC(=O)CCc2ccccc2)cc1,True,267.13,3.46,1.0,2.0,0.8432,1.42,0.0,True
MOL_04389,CC(C)C[C@@H](C[NH3+])CCc1ccccc1,CC(C)C[C@@H](C[NH3+])CCc1ccccc1,True,206.19,2.52,1.0,0.0,0.7405,2.99,0.0,True
MOL_04390,COc1ccc(OC)c(NC(=O)[C@H](C)Oc2ccccc2C(N)=O)c1,COc1ccc(OC)c(NC(=O)[C@H](C)Oc2ccccc2C(N)=O)c1,True,344.14,2.21,2.0,5.0,0.802,2.27,0.0,True
MOL_04391,CCN(CC)C(=O)CC[NH+]1CCCC1,CCN(CC)C(=O)CC[NH+]1CCCC1,True,199.18,-0.08,1.0,1.0,0.6582,4.16,0.0,True
MOL_04392,CCC[NH2+][C@@H](COc1cccc(F)c1F)C1CC1,CCC[NH2+][C@@H](COc1cccc(F)c1F)C1CC1,True,256.15,2.1,1.0,1.0,0.794,3.82,0.0,True
MOL_04393,Cc1ccc(CNC(=O)CSc2nnc(-c3ccc(F)cc3)n2N)cc1,Cc1ccc(CNC(=O)CSc2nnc(-c3ccc(F)cc3)n2N)cc1,True,371.12,2.51,2.0,5.0,0.5136,2.0,0.0,True
MOL_04394,COc1cccc(C(=O)Nc2cccc(NC(=O)C3CCCCC3)c2)c1,COc1cccc(C(=O)Nc2cccc(NC(=O)C3CCCCC3)c2)c1,True,352.18,4.47,2.0,3.0,0.8343,1.72,0.0,True
MOL_04395,Cc1cc(C)n(-c2ccc(S(=O)(=O)N3CCC[C@H](C(=O)N4CCOCC4)C3)cc2)n1,Cc1cc(C)n(-c2ccc(S(=O)(=O)N3CCC[C@H](C(=O)N4CCOCC4)C3)cc2)n1,True,432.18,1.75,0.0,5.0,0.7349,2.74,0.0,True
MOL_04396,CCC[C@@H]1NC(=O)N(CC(=O)Nc2ccc(C)cc2C)C1=O,CCC[C@@H]1NC(=O)N(CC(=O)Nc2ccc(C)cc2C)C1=O,True,303.16,1.96,2.0,3.0,0.8162,2.53,0.0,True
MOL_04397,CC(C)CNC(=O)C1CC[NH+](Cc2ccc(Oc3ccccc3)cc2)CC1,CC(C)CNC(=O)C1CC[NH+](Cc2ccc(Oc3ccccc3)cc2)CC1,True,367.24,3.05,2.0,2.0,0.7899,3.01,0.0,True
MOL_04398,COc1cccc(C(=O)NCc2ccc(S(=O)(=O)N3CCCCC3)cc2)c1,COc1cccc(C(=O)NCc2ccc(S(=O)(=O)N3CCCCC3)cc2)c1,True,388.15,2.8,1.0,4.0,0.8256,1.79,0.0,True
MOL_04399,Cc1ccc(C(=O)Nc2cccc(CN3CCCCC3=O)c2)cc1O,Cc1ccc(C(=O)Nc2cccc(CN3CCCCC3=O)c2)cc1O,True,338.16,3.47,2.0,3.0,0.8967,1.98,0.0,True
MOL_04400,COCCNC(=O)c1ccc(NC(=O)c2ccc(Br)cc2)cc1,COCCNC(=O)c1ccc(NC(=O)c2ccc(Br)cc2)cc1,True,376.04,3.08,2.0,3.0,0.7608,1.61,0.0,True
MOL_04401,Cc1ccccc1N1C(=O)[C@@H]2[C@H](C1=O)[C@H]1C=C[C@@H]2C1,Cc1ccccc1N1C(=O)[C@@H]2[C@H](C1=O)[C@H]1C=C[C@@H]2C1,True,253.11,2.31,0.0,2.0,0.5687,3.92,0.0,True
MOL_04402,COC(=O)c1ccc(NC(=O)c2ccc(NC(=O)c3ccccc3)cc2)cc1,COC(=O)c1ccc(NC(=O)c2ccc(NC(=O)c3ccccc3)cc2)cc1,True,374.13,3.98,2.0,4.0,0.6618,1.55,0.0,True
MOL_04403,CC(=O)N1CCC[C@H](CCC(=O)Nc2ccccc2)C1,CC(=O)N1CCC[C@H](CCC(=O)Nc2ccccc2)C1,True,274.17,2.66,1.0,2.0,0.9173,2.23,0.0,True
MOL_04404,CC(=O)NCC(=O)N(C)Cc1ncc(C)s1,CC(=O)NCC(=O)N(C)Cc1ncc(C)s1,True,241.09,0.55,1.0,4.0,0.8369,2.54,0.0,True
MOL_04405,COc1cccc(CN2CCC([NH2+]Cc3nnn(Cc4ccco4)c3C)CC2)c1,COc1cccc(CN2CCC([NH2+]Cc3nnn(Cc4ccco4)c3C)CC2)c1,True,396.24,1.96,1.0,5.0,0.6302,3.19,0.0,True
MOL_04406,CCCC(=O)NCCC(=O)N1CC[NH+](CC(C)C)CC1,CCCC(=O)NCCC(=O)N1CC[NH+](CC(C)C)CC1,True,284.23,-0.32,2.0,2.0,0.6729,3.55,0.0,True
MOL_04407,CC(C)Oc1ccccc1NC(=O)C(=O)NCCc1ccccc1,CC(C)Oc1ccccc1NC(=O)C(=O)NCCc1ccccc1,True,326.16,2.77,2.0,3.0,0.8022,1.79,0.0,True
MOL_04408,COC(=O)[C@H](C)Sc1nc2ccc(OC)cc2n1C,COC(=O)[C@H](C)Sc1nc2ccc(OC)cc2n1C,True,280.09,2.24,0.0,5.0,0.6348,2.56,0.0,True
MOL_04409,CC(C)c1nnc(SCC(=O)Nc2cccc(C(F)(F)F)c2)n1C,CC(C)c1nnc(SCC(=O)Nc2cccc(C(F)(F)F)c2)n1C,True,358.11,3.69,1.0,4.0,0.8284,2.16,0.0,True
MOL_04410,O=C(Nc1nnc(C2CC2)s1)c1cc(Cl)ccc1O,O=C(Nc1nnc(C2CC2)s1)c1cc(Cl)ccc1O,True,295.02,3.03,2.0,5.0,0.9124,2.14,0.0,True
MOL_04411,COc1cccc(N2C[C@H](C(=O)N3CCC[C@H](C)C3)CC2=O)c1,COc1cccc(N2C[C@H](C(=O)N3CCC[C@H](C)C3)CC2=O)c1,True,316.18,2.31,0.0,3.0,0.8596,2.75,0.0,True
MOL_04412,COCCN(C)C(=O)Cn1c(=O)n(Cc2ccccc2)c(=O)c2ccccc21,COCCN(C)C(=O)Cn1c(=O)n(Cc2ccccc2)c(=O)c2ccccc21,True,381.17,1.32,0.0,4.0,0.6187,2.08,0.0,True
MOL_04413,CCOC(=O)c1ccc(NC(=O)Cn2c(=O)oc3ccccc32)c(C)c1,CCOC(=O)c1ccc(NC(=O)Cn2c(=O)oc3ccccc32)c(C)c1,True,354.12,2.72,1.0,5.0,0.7116,1.99,0.0,True
MOL_04414,CCN(CC(=O)N1CCC[C@@H]1c1ccccc1)C(=O)c1cc(S(N)(=O)=O)ccc1Cl,CCN(CC(=O)N1CCC[C@@H]1c1ccccc1)C(=O)c1cc(S(N)(=O)=O)ccc1Cl,True,449.12,2.81,1.0,4.0,0.7321,2.68,0.0,True
MOL_04415,CC(C)C[NH+](C)C[C@@H]1CCN(c2ccc(F)cc2F)C1,CC(C)C[NH+](C)C[C@@H]1CCN(c2ccc(F)cc2F)C1,True,283.2,1.96,1.0,1.0,0.8679,3.96,0.0,True
MOL_04416,COc1cccc(NC(=O)Cn2c(=O)cnc3cc(F)ccc32)c1,COc1cccc(NC(=O)Cn2c(=O)cnc3cc(F)ccc32)c1,True,327.1,2.18,1.0,4.0,0.797,1.99,0.0,True
MOL_04417,Cc1ccccc1NC(=O)N1CCCC[C@@H]1C(=O)Nc1ccccc1,Cc1ccccc1NC(=O)N1CCCC[C@@H]1C(=O)Nc1ccccc1,True,337.18,4.02,2.0,2.0,0.8884,2.18,0.0,True
MOL_04418,Cc1cccc(OCC(=O)N2CCC(c3nc4ccccc4o3)CC2)c1,Cc1cccc(OCC(=O)N2CCC(c3nc4ccccc4o3)CC2)c1,True,350.16,3.92,0.0,4.0,0.7155,2.1,0.0,True
MOL_04419,C[C@H](Cc1ccsc1)N(C)CC1CC[NH2+]CC1,C[C@H](Cc1ccsc1)N(C)CC1CC[NH2+]CC1,True,253.17,1.58,1.0,2.0,0.8445,4.23,0.0,True
MOL_04420,C[C@@H]1C[C@H](C)C[NH+](CCC(=O)Nc2ccc(-c3ccc(C#N)cc3)cc2)C1,C[C@@H]1C[C@H](C)C[NH+](CCC(=O)Nc2ccc(-c3ccc(C#N)cc3)cc2)C1,True,362.22,3.11,2.0,2.0,0.8586,3.96,0.0,True
MOL_04421,CCN(C(=O)[C@H](C)N1CCN(c2ccccc2)CC1)c1nc2ccc(F)cn2n1,CCN(C(=O)[C@H](C)N1CCN(c2ccccc2)CC1)c1nc2ccc(F)cn2n1,True,396.21,2.43,0.0,5.0,0.6631,3.11,0.0,True
MOL_04422,COC(=O)c1cccc(C(=O)N2CCN(c3ncccc3F)CC2)c1,COC(=O)c1cccc(C(=O)N2CCN(c3ncccc3F)CC2)c1,True,343.13,1.97,0.0,5.0,0.7976,1.98,0.0,True
MOL_04423,C[C@@H]1CCC[C@H](Oc2ccc(C(N)=O)cc2F)C1,C[C@@H]1CCC[C@H](Oc2ccc(C(N)=O)cc2F)C1,True,251.13,2.88,1.0,2.0,0.8976,2.78,0.0,True
MOL_04424,COc1ccc(OC)c(NC(=O)Cn2ccccc2=O)c1,COc1ccc(OC)c(NC(=O)Cn2ccccc2=O)c1,True,288.11,1.5,1.0,4.0,0.905,1.82,0.0,True
MOL_04425,COc1ccc(CC(=O)Nc2cccc(C)c2C)c(OC)c1OC,COc1ccc(CC(=O)Nc2cccc(C)c2C)c(OC)c1OC,True,329.16,3.51,1.0,4.0,0.881,1.92,0.0,True
MOL_04426,CC(=O)N1CCC(C(=O)N2CCC[C@H]([NH+]3CCCC3)C2)CC1,CC(=O)N1CCC(C(=O)N2CCC[C@H]([NH+]3CCCC3)C2)CC1,True,308.23,-0.09,1.0,2.0,0.7752,3.98,0.0,True
MOL_04427,COCCCNC(=O)N1CCC[C@@H](c2nc(-c3ccc(C)cc3)no2)C1,COCCCNC(=O)N1CCC[C@@H](c2nc(-c3ccc(C)cc3)no2)C1,True,358.2,2.97,1.0,5.0,0.8031,2.66,0.0,True
MOL_04428,CC(C)CC[NH+]1CCC[C@H]1CNC(=O)C(=O)Nc1ccc(F)cc1,CC(C)CC[NH+]1CCC[C@H]1CNC(=O)C(=O)Nc1ccc(F)cc1,True,336.21,0.97,3.0,2.0,0.6782,4.03,0.0,True
MOL_04429,CC[C@@H](C)[C@@H](NC(=O)N(C)CCc1ccccc1)C(=O)N1CCOCC1,CC[C@@H](C)[C@@H](NC(=O)N(C)CCc1ccccc1)C(=O)N1CCOCC1,True,361.24,2.14,1.0,3.0,0.8094,2.86,0.0,True
MOL_04430,C[C@@H](Sc1nnc(-c2cccs2)o1)C(=O)Nc1ccccc1,C[C@@H](Sc1nnc(-c2cccs2)o1)C(=O)Nc1ccccc1,True,331.04,3.92,1.0,6.0,0.7178,2.49,0.0,True
MOL_04431,Cc1ccc(C(=O)N(C)[C@H](C)c2nc(-c3ccccc3)no2)cc1,Cc1ccc(C(=O)N(C)[C@H](C)c2nc(-c3ccccc3)no2)cc1,True,321.15,3.88,0.0,4.0,0.7315,2.48,0.0,True
MOL_04432,CC(=O)NC1CCC(c2cccc(N)c2)CC1,CC(=O)NC1CCC(c2cccc(N)c2)CC1,True,232.16,2.43,2.0,2.0,0.7694,2.01,0.0,True
MOL_04433,COc1ccc(CCNC(=O)c2cc(-c3ccccc3)nn2C)cc1,COc1ccc(CCNC(=O)c2cc(-c3ccccc3)nn2C)cc1,True,335.16,3.07,1.0,3.0,0.7531,1.86,0.0,True
MOL_04434,CCC1(C[NH2+][C@@H](CO)C(C)C)CCC1,CCC1(C[NH2+][C@@H](CO)C(C)C)CCC1,True,200.2,1.15,2.0,1.0,0.6628,4.45,0.0,True
MOL_04435,CC[C@@H](C)NC(=O)CSc1nnc(-c2cccc(C(F)(F)F)c2)n1-c1ccccc1,CC[C@@H](C)NC(=O)CSc1nnc(-c2cccc(C(F)(F)F)c2)n1-c1ccccc1,True,434.14,4.96,1.0,4.0,0.5342,2.61,0.0,True
MOL_04436,C[C@H]1CCCN(C(=O)C[NH+](C)Cc2ccccc2)C1,C[C@H]1CCCN(C(=O)C[NH+](C)Cc2ccccc2)C1,True,261.2,0.96,1.0,1.0,0.8578,3.71,0.0,True
MOL_04437,CCC[C@@H]1NC(=O)N(Cc2ccc(OC)cc2OC)C1=O,CCC[C@@H]1NC(=O)N(Cc2ccc(OC)cc2OC)C1=O,True,292.14,1.92,1.0,4.0,0.8134,2.61,0.0,True
MOL_04438,Cc1cc(NC(=O)CSc2nc(-c3ccccc3)n[nH]2)c2ccccc2n1,Cc1cc(NC(=O)CSc2nc(-c3ccccc3)n[nH]2)c2ccccc2n1,True,375.12,4.06,2.0,5.0,0.5141,2.25,0.0,True
MOL_04439,CC(=O)N[C@@H]1CC[NH+]([C@@H](C)c2ccccn2)C1,CC(=O)N[C@@H]1CC[NH+]([C@@H](C)c2ccccn2)C1,True,234.16,-0.06,2.0,2.0,0.7692,4.59,0.0,True
MOL_04440,Cc1ccc(-c2cnc(NC(=O)c3ccc(-c4ccncc4)o3)cc2)o1,Cc1ccc(-c2ccc(NC(=O)c3ccc(-c4ccncc4)o3)nc2)o1,True,345.11,4.56,1.0,5.0,0.5863,2.3,0.0,True
MOL_04441,O=C(c1ccccc1Cl)N1CCC[C@H](Cn2cc[nH+]c2)C1,O=C(c1ccccc1Cl)N1CCC[C@H](Cn2cc[nH+]c2)C1,True,304.12,2.51,0.0,1.0,0.8586,3.54,0.0,True
MOL_04442,CCC(=O)N1CCN(Cc2cc(=O)c3c(C)noc3c2)CC1,,False,,,,,,,,False
MOL_04443,CCN1CCN(C(=O)CSc2nnc(-c3ccc(F)cc3)n2C)CC1,CCN1CCN(C(=O)CSc2nnc(-c3ccc(F)cc3)n2C)CC1,True,363.15,1.88,0.0,5.0,0.7595,2.09,0.0,True
MOL_04444,Cc1cc(C)c(C[NH+](CCO)C2CC2)c(N)c1,Cc1cc(C)c(C[NH+](CCO)C2CC2)c(N)c1,True,235.18,0.43,3.0,2.0,0.6481,4.32,0.0,True
MOL_04445,CCC[NH2+]C[C@@H](C)C(=O)NCc1ccccc1,CCC[NH2+]C[C@@H](C)C(=O)NCc1ccccc1,True,235.18,0.91,2.0,1.0,0.6781,3.38,0.0,True
MOL_04446,C[C@H](OC(=O)c1ccc(-c2ccco2)cc1)C(=O)NC1CC1,C[C@H](OC(=O)c1ccc(-c2ccco2)cc1)C(=O)NC1CC1,True,299.12,2.77,1.0,4.0,0.862,2.36,0.0,True
MOL_04447,COc1ccccc1O[C@H]1CCC[C@H](OC(=O)c2ccc(S(C)(=O)=O)cc2)C1,COc1ccccc1O[C@H]1CCC[C@H](OC(=O)c2ccc(S(C)(=O)=O)cc2)C1,True,404.13,3.65,0.0,6.0,0.6841,2.82,0.0,True
MOL_04448,COc1ccc(NC(=O)C(=O)NC[C@H]2CCCO2)cc1,COc1ccc(NC(=O)C(=O)NC[C@H]2CCCO2)cc1,True,278.13,0.93,2.0,4.0,0.8033,2.27,0.0,True
MOL_04449,COc1ccccc1CNC(=O)Nc1ccc(OCc2cccnc2)cc1,COc1ccccc1CNC(=O)Nc1ccc(OCc2cccnc2)cc1,True,363.16,3.99,2.0,4.0,0.6657,1.83,0.0,True
MOL_04450,CC(=O)N1CCN(CC(=O)Nc2ccc(F)c(F)c2)CC1,CC(=O)N1CCN(CC(=O)Nc2ccc(F)c(F)c2)CC1,True,297.13,1.07,1.0,3.0,0.9077,1.8,0.0,True
MOL_04451,O=C(NCc1ccccc1Cl)c1ccc(OC[C@H]2CCCO2)cc1,O=C(NCc1ccccc1Cl)c1ccc(OC[C@H]2CCCO2)cc1,True,345.11,3.83,1.0,3.0,0.8652,2.27,0.0,True
MOL_04452,CN(CC(F)(F)F)c1ncnc(NN)c1[N+](=O)[O-],CN(CC(F)(F)F)c1ncnc(NN)c1[N+](=O)[O-],True,266.07,0.67,2.0,7.0,0.4677,2.9,0.0,True
MOL_04453,CCOc1cc(/C=N\NC(=O)c2ccccc2)ccc1OC,CCOc1cc(/C=N\NC(=O)c2ccccc2)ccc1OC,True,298.13,2.86,1.0,4.0,0.6587,1.73,0.0,True
MOL_04454,CC[C@H]1CN(C(=O)c2cccc(-n3nc(C)cc3C)c2)CCO1,CC[C@H]1CN(C(=O)c2cccc(-n3nc(C)cc3C)c2)CCO1,True,313.18,2.74,0.0,3.0,0.8752,2.64,0.0,True
MOL_04455,COc1cccc(NC(=O)Cn2cnc3c(cnn3C)c2=O)c1,COc1cccc(NC(=O)Cn2cnc3c(cnn3C)c2=O)c1,True,313.12,0.78,1.0,5.0,0.7683,2.07,0.0,True
MOL_04456,COc1ccc(NC(=O)NCC(C)(C)c2ccc(OC)cc2)cc1OC,COc1ccc(C(C)(C)CNC(=O)Nc2ccc(OC)c(OC)c2)cc1,True,358.19,3.81,2.0,4.0,0.7896,1.94,0.0,True
MOL_04457,CCN(CC)c1ncc(C(=O)N2CCC[C@H](CC)C2)cn1,CC[C@H]1CCCN(C(=O)c2cnc(N(CC)CC)nc2)C1,True,290.21,2.59,0.0,4.0,0.8361,2.81,0.0,True
MOL_04458,CCOCC[NH+](C)CC(=O)N(C)[C@H]1CCCC[C@@H]1S(C)(=O)=O,CCOCC[NH+](C)CC(=O)N(C)[C@H]1CCCC[C@@H]1S(C)(=O)=O,True,335.2,-0.65,1.0,4.0,0.5988,4.64,0.0,True
MOL_04459,CC(=O)Nc1ccc(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,CC(=O)Nc1ccc(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,True,333.05,3.46,2.0,4.0,0.6604,1.73,0.0,True
MOL_04460,CCN(CC)S(=O)(=O)c1ccc(NC(=O)C(=O)NC2CC[NH+](CC)CC2)cc1,CCN(CC)S(=O)(=O)c1ccc(NC(=O)C(=O)NC2CC[NH+](CC)CC2)cc1,True,411.21,-0.16,3.0,4.0,0.543,3.23,0.0,True
MOL_04461,C[C@H]1CC(C(=O)NCCc2ccc(NC(=O)N3CCOCC3)cc2)C[C@H](C)O1,C[C@H]1CC(C(=O)NCCc2ccc(NC(=O)N3CCOCC3)cc2)C[C@H](C)O1,True,389.23,2.41,2.0,4.0,0.8105,3.02,0.0,True
MOL_04462,COc1ccc(-c2noc(CN3CCN(C(=O)c4ccccc4)CC3)n2)cc1,COc1ccc(-c2noc(CN3CCN(C(=O)c4ccccc4)CC3)n2)cc1,True,378.17,2.7,0.0,6.0,0.6798,1.91,0.0,True
MOL_04463,O=C(Nc1ccccc1OCC(F)(F)F)N1CCC[C@H]1CC(=O)N1CCCCC1,O=C(C[C@@H]1CCCN1C(=O)Nc1ccccc1OCC(F)(F)F)N1CCCCC1,True,413.19,4.03,1.0,3.0,0.793,2.77,0.0,True
MOL_04464,CC(=O)NCc1ccc(NC(=O)Cn2nnnc2C)cc1,CC(=O)NCc1ccc(NC(=O)Cn2nnnc2C)cc1,True,288.13,0.26,2.0,5.0,0.8212,2.07,0.0,True
MOL_04465,CC1CC[NH+](C[C@@H](O)c2ccc(OC(F)F)cc2)CC1,CC1CC[NH+](C[C@@H](O)c2ccc(OC(F)F)cc2)CC1,True,286.16,1.64,2.0,2.0,0.8626,4.01,0.0,True
MOL_04466,CC(C)C[NH+](C)CCN1C(=O)N[C@@](C)(c2ccccc2)C1=O,CC(C)C[NH+](C)CCN1C(=O)N[C@@](C)(c2ccccc2)C1=O,True,304.2,0.62,2.0,2.0,0.7573,3.92,0.0,True
MOL_04467,CC(=O)Nc1ccc(C(=O)COc2cccc(C)c2)cc1,CC(=O)Nc1ccc(C(=O)COc2cccc(C)c2)cc1,True,283.12,3.22,1.0,3.0,0.8572,1.63,0.0,True
MOL_04468,CCc1nn(C)cc1NC(=O)NCc1cccc(C)c1OC(F)F,CCc1nn(C)cc1NC(=O)NCc1cccc(C)c1OC(F)F,True,338.16,3.21,2.0,3.0,0.8497,2.63,0.0,True
MOL_04469,COc1ccc(-c2nc(COc3ccc(Br)cc3)cs2)cc1,COc1ccc(-c2nc(COc3ccc(Br)cc3)cs2)cc1,True,374.99,5.16,0.0,4.0,0.6165,1.82,1.0,True
MOL_04470,Cc1cc(C(=O)Nc2cc(S(=O)(=O)N3CCCCC3)ccc2OC(F)F)oc1C,Cc1cc(C(=O)Nc2cc(S(=O)(=O)N3CCCCC3)ccc2OC(F)F)oc1C,True,428.12,3.92,1.0,5.0,0.7533,2.4,0.0,True
MOL_04471,CCOc1ccc(/C=C2\SC(=O)N(CC(=O)Nc3ccc(C)cc3)C2=O)cc1OC,CCOc1ccc(/C=C2\SC(=O)N(CC(=O)Nc3ccc(C)cc3)C2=O)cc1OC,True,426.12,4.08,1.0,6.0,0.6719,2.08,0.0,True
MOL_04472,CC(=O)Nc1ccc(NC(=O)C[NH+](CCO)Cc2ccccc2)cc1,CC(=O)Nc1ccc(NC(=O)C[NH+](CCO)Cc2ccccc2)cc1,True,342.18,0.66,4.0,3.0,0.5688,3.32,0.0,True
MOL_04473,CC1(C)CC[NH+]([C@@H]2CCCN(C(=O)c3ccc(-n4cncn4)cc3)C2)C1,CC1(C)CC[NH+]([C@@H]2CCCN(C(=O)c3ccc(-n4cncn4)cc3)C2)C1,True,354.23,1.19,1.0,3.0,0.9008,4.13,0.0,True
MOL_04474,COc1ccc(S(=O)(=O)Nc2ccccc2C)c([N+](=O)[O-])c1,COc1ccc(S(=O)(=O)Nc2ccccc2C)c([N+](=O)[O-])c1,True,322.06,2.71,1.0,5.0,0.6738,1.9,0.0,True
MOL_04475,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)N1CCO[C@H](CO)C1,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)N1CCO[C@H](CO)C1,True,314.18,0.61,1.0,5.0,0.8075,3.08,0.0,True
MOL_04476,C[C@@H](Oc1ccccc1C#N)c1ncc(Cl)cc1F,C[C@@H](Oc1ccccc1C#N)c1ncc(Cl)cc1F,True,276.05,3.89,0.0,3.0,0.8543,2.86,0.0,True
MOL_04477,CC(C)(C)OC(=O)N1CCC(C(=O)Nc2ccc(Oc3ccccc3)cc2)CC1,CC(C)(C)OC(=O)N1CCC(C(=O)Nc2ccc(Oc3ccccc3)cc2)CC1,True,396.2,5.06,1.0,4.0,0.7839,1.89,1.0,True
MOL_04478,Cc1ccc(C(=O)N2CCO[C@@H](CC(=O)NC(C)C)C2)cc1[N+](=O)[O-],Cc1ccc(C(=O)N2CCO[C@@H](CC(=O)NC(C)C)C2)cc1[N+](=O)[O-],True,349.16,1.66,1.0,5.0,0.6433,2.71,0.0,True
MOL_04479,CCOC(=O)C(C)(C)NS(=O)(=O)c1ccccc1,CCOC(=O)C(C)(C)NS(=O)(=O)c1ccccc1,True,271.09,1.31,1.0,4.0,0.8194,2.01,0.0,True
MOL_04480,COc1ccc(C(=O)NNC(=O)CNC(=O)c2ccc(C)cc2)cc1,COc1ccc(C(=O)NNC(=O)CNC(=O)c2ccc(C)cc2)cc1,True,341.14,1.19,3.0,4.0,0.712,1.69,0.0,True
MOL_04481,COc1ccc(C(=O)Nc2ccccc2OCc2cccs2)cc1OC,COc1ccc(C(=O)Nc2ccccc2OCc2cccs2)cc1OC,True,369.1,4.6,1.0,5.0,0.6614,1.84,0.0,True
MOL_04482,Cc1cccc(OCCC(=O)NC2CC2)c1C,Cc1cccc(OCCC(=O)NC2CC2)c1C,True,233.14,2.35,1.0,2.0,0.8474,1.8,0.0,True
MOL_04483,C[C@@H]1CCC[C@H](C)N1C(=O)CCCSc1nnc(C(C)(C)C)o1,C[C@@H]1CCC[C@H](C)N1C(=O)CCCSc1nnc(C(C)(C)C)o1,True,339.2,4.03,0.0,5.0,0.5986,3.4,0.0,True
MOL_04484,CC(C)[NH+](CCO)C1CCN(C(=O)c2ccc3c(c2)OCO3)CC1,CC(C)[NH+](CCO)C1CCN(C(=O)c2ccc3c(c2)OCO3)CC1,True,335.2,0.31,2.0,4.0,0.8127,3.73,0.0,True
MOL_04485,Cc1ccc(S(=O)(=O)N[C@@H]2CCC[NH+](Cc3ccccc3)C2)cc1,Cc1ccc(S(=O)(=O)N[C@@H]2CCC[NH+](Cc3ccccc3)C2)cc1,True,345.16,1.52,2.0,2.0,0.8633,3.71,0.0,True
MOL_04486,CC(C)COCCCNC(=O)CC1(C)CC1,CC(C)COCCCNC(=O)CC1(C)CC1,True,227.19,2.36,1.0,2.0,0.6464,2.45,0.0,True
